text,query,link
"дело не в кукурузе, а в мазике XDD ",это была ирония,https://twitter.com/trickyLie/status/764836326298517504
Почему людям не нравятся ножи в их теле ,это был сарказм,https://twitter.com/Thor_lovesyou/status/1515067690368524288
"Вообще не понимаю о ком ты, никогда таких твитов в ленте не видел ",это была ирония,https://twitter.com/NikoStolz/status/1313775311692206080
Поддерживаю налог на продажу подержанных вещей. ,это была ирония,https://twitter.com/kingeugen/status/1403433304897040384
"ЗиЛ, АЗЛК можно восстановить. Ещё Рубин, Станкостроительный, Серп и Молот (кстати, о гвоздях), часы Слава... Будет флагманом росс.промышленности. Талантов много, населения достаточно, справятся. ",это был сарказм,https://twitter.com/Fenix_1858/status/1514952498699722759
"сон на семинаре — бесценное удовольствие; ради этого стоит жить, определённо ",это была ирония,https://twitter.com/golevka/status/666630447611428864
Бесстрашный лидер ,это был сарказм,https://twitter.com/ciDalJMFxB3MpyK/status/1517292776706256897
"я один из них.. а что делать, государство помогает только айтишникам с помощью льготной ипотеки.. если прочитают it, то оценят) ",это был сарказм,https://twitter.com/ShtormDF/status/1507005791756201995
"Пешком? Долго, там минут 25 нормально будет ",это была ирония,https://twitter.com/kithrax/status/549408545452867585
патриотическую деятельность ,это была ирония,https://twitter.com/yumaa/status/364985721326538752
За арфагарифей умный человк вгда следит повтому что общаестя с людьми. Ключевое слово - общается. ,это была ирония,https://twitter.com/sygqa/status/416626742699110401
"1) Друзья, важный вопрос от иностранных журналистов, помогите. Кто из известных, на слуху, знаковых нацистов был уничтожен за почти два месяца операции по ""денацификации""? Может давайте не нацистов, а причастных ко 2 мая, к убийству Бузины, к примеру, к другим убийствам? ",это был сарказм,https://twitter.com/anchutka/status/1515921512037036032
Все такие разговорчивые! Я прямо таки разрываюсь! ,это была ирония,https://twitter.com/tay_licht/status/467244068620484608
Советская галоша. ,это был сарказм,https://twitter.com/alex79556579/status/1516730174938746883
И не надейтесь! Этой зарплате с этой пенсией найдут достойнейшую замену. ,это была ирония,https://twitter.com/yamonamila/status/1445853455113805830
Ну она же не с детьми работает ,это была ирония,https://twitter.com/PawPawPower23/status/1475229117285081089
"Выпал снег, по кайфу ",это был сарказм,https://twitter.com/Devastiran/status/1517728250868477952
"пиздец, покупал свою рейзеровскую клаву за 2500 А ОНА УЖЕ 8000 СТОИТ НУ ЕБАТЬ ЖЕ ИНФЛЯЦИЯ :D ",это была ирония,https://twitter.com/RusFoks/status/587010075169918976
"Это вообще легально?! Нельзя обижать Филю, даже во сне! ",это была ирония,https://twitter.com/Phantom_Ptichek/status/1110496303702773765
"Заметил, что в моих переписках ВК слишком много ""ахахаха"". Оно есть даже там, где можно и без него обойтись. Слишком юморной парень я,видимо ",это была ирония,https://twitter.com/MartinRomanovic/status/732266590595633152
тай и его любовь к людям пхпх ,это был сарказм,https://twitter.com/prdxes/status/1518963883641171969
Можно еще насрать было ,это была ирония,https://twitter.com/le_ronka_/status/878881544361979904
"Часы Пескова заслуживают, чтобы о них узнали в стране, где 23% граждан в категории ""бедные"" ",это была ирония,https://twitter.com/navalny/status/627769528576045056
"в самом деле, зачем мне увлажняющий крем, если есть СЛЁЗЫ? ",это была ирония,-
"Без сомнения, мужественный и достойный человек. Просить Минкульт не допустить показа фильма настоящий подвиг! ",это была ирония,https://twitter.com/ComeReadLaugh/status/895077162939822080
Моя любимая восьмая рума ,это был сарказм,https://twitter.com/kukaryumba/status/1514674500008357895
а тебя не смущают котлета и макароны в одной тарелке? ,это была ирония,https://twitter.com/basil_lion/status/397489470964252672
"«А я северянин! Мне ваще похуй всё!» Отмороженный, ахахаа ",это была ирония,-
С чего ты взял? ) ,это была ирония,https://twitter.com/everg0ld/status/1319213122884915201
"вхвхвжыжызых, ртутный градусник сломался. ",это была ирония,-
"Вообще, трудно себе представить, чем сейчас можно ""подмочить репутацию"" российского ФК в западных СМИ, когда вокруг санкции и мы враги #1. ",это была ирония,https://twitter.com/RealGummiBear/status/649216124232581120
У Азова длинные руки. Или это привет из Токио? ,это был сарказм,https://twitter.com/Valentinadovgo2/status/1519211305579663360
"А что собственно случилось, то? ",это был сарказм,https://twitter.com/RomanS67284724/status/1504124071134449666
"О чём ты? В 91 г. же всех люстрировали. Как всегда простим, переживём новые 90-е, а потом обратно с колен вставать начнём и грозить миру едрёной бонбой. ",это был сарказм,https://twitter.com/prostokotpersik/status/1503983117589172224
"Ну да, его предшественники же не ручкались и лобызались с вором и убийцей, не помогали ему и его кошелькам прятать наворованное и не давали визы и гражданство их личинкам и полстилкам. ",это был сарказм,https://twitter.com/comprovincialis/status/1506134624665501696
"Такое соотношение из-за пенсионеров: мужики спиваются и умирают раньше, чем бабули. К чему тут избалованность? ",это была ирония,https://twitter.com/SwedPaul/status/773056103626211328
"я худею не ради мужа, а чтобы жилетка лучше сидела, вы не понимаете ",это была ирония,https://twitter.com/nami_okami/status/1341697771540258816
"Вгляделись в картинку? Разглядели серп и молот? Вполне возможно, что видите в последний раз — европарламент может изображение австрийского герба и запретить и убрать нах из Википедии. ",это была ирония,https://twitter.com/kolydka2/status/1064069042099625984
"Вот из-за всяких там элгэбэтэ, бесплодных, женщин и мужчин, которые просто не хотят детей, мы и вымрем!!!! Ведь больше некому!!! ",это была ирония,https://twitter.com/apostatelehosum/status/1424951054010048512
"теперь я поняла что твой ""любимый акк"" ",это был сарказм,https://twitter.com/bewooody/status/1517838264237019136
"ну да,то-то у нас такой высокий процент посещаемости выборов,У НАС ЖЕ ТАК ДАВНО ОБРАЗОВАНИЕ ВСЕОБЩЕЕ ВВЕДЕНО ",это была ирония,https://twitter.com/Ten_Ketsu/status/339295277557104640
"Долго смотрела на тренд #BeliebersMissJustinsSmile и не могла понять, когда Джастин Бибер официально успел стать мисс и причем тут улыбка ",это была ирония,https://twitter.com/ze_she/status/338705174287761408
"если всем девицам, тёткам и бабкам купить по пистолету, то они будут себя чувствовать защищённе, ага ",это была ирония,https://twitter.com/gggabnis/status/678522190866817024
"На самом деле: я пью обезболивающие каждые два часа, мучаюсь бессонницей и хочу крушить мебель. Так что все ок со мной! ",это была ирония,https://twitter.com/Inna_Penguin/status/495794818984194048
"Стоите с неправильной техникой. У меня есть тренер знакомый, научит стоять нормально ",это была ирония,https://twitter.com/memxail/status/1488158805087117313
Почему же? Можно поверить алгеброй гармонию. ,это была ирония,https://twitter.com/VeraShoman/status/1190001889326317572
"риа новости - вы мой кумир! Такой четкой, профессиональной, сбалансированной, актуальной, непредвзятой, достоверной подачей информации вы покоряете сердца! ",это была ирония,https://twitter.com/Brushevich/status/1486351784754954247
"Там же Сенеж, ТЫЧОООО ",это была ирония,https://twitter.com/ps1chosys/status/1312042431395909632
"Мариуполь бомбит Путин , но виноват - Байден . .... Как ?? , ну скажите мне КАК можно прийти к такой ""логической цепочке "" ? ",это была ирония,-
"Так это же настоящий пармезан, российский. А не какая-то жалкая подделка из Италии. ",это была ирония,https://twitter.com/prof_preobr/status/1307347209256656896
А с кем наша армия воюет? Зачем распространяете информацию дискредитирующие ВС РФ? Отрабатываете подачку запада? ,это была ирония,-
"Евгения, я понимаю, что вы недосегамая величина, но было бы уместно, немного разъяснить такое обвинение. ",это был сарказм,https://twitter.com/AudioBooksRU/status/1508201665559683085
Тогда разве что сдохнуть. ,это была ирония,https://twitter.com/snusmumric/status/384454877457682432
Я не переживаю) ,это была ирония,https://twitter.com/poteryashka2007/status/1391851912908230661
Фотошоп ,это был сарказм,https://twitter.com/gypsynkov/status/1503465315837091847
да! конечно! после чего же еще может быть? ,это была ирония,https://twitter.com/californiYaa/status/398320001972994048
"завтра напишу.Хотя Минские соглашения тут причём.Там Чуйская долина,а не донбас.Про геноцид где то через неделю ясно будет. ",это была ирония,https://twitter.com/alkuriz/status/1479562419542368263
Обязательно жахнем. И не раз… ,это был сарказм,https://twitter.com/sever202/status/1504173747544154113
"Из серии заявлений мужу, воюющему в Украине, заботливой рашистки с ангельским голоском - ты там насилуй, но предохраняйся (о себе тоже не забывает). Породу вывели в РФ за последние 20 лет - путиноид обыкновенный, внешне ничем не отличающийся от обычного человека, пока не говорит ",это был сарказм,https://twitter.com/neocortexlab/status/1515674525924536320
"к оккупационной администрации призываешь, экстремист? ",это была ирония,-
"Нет, это не так. Вот например Путин обещал не поднимать пенсионный возраст, а поднял. Смог это сделать. Молодец. Теперь поработаем ",это был сарказм,https://twitter.com/Pankus_s/status/1519288030833659904
Два топфхельма этим самураям ,это была ирония,https://twitter.com/kokosolapiy/status/1091386117889425408
Чё там с выборами президента в Америке? Кто теперь будет гадить в российских подъездах? ,это была ирония,https://twitter.com/mp3shin/status/1323643632725954560
"Странно не знать, что Виктор Цой не брат Аниты Цой, а папа ",это был сарказм,https://twitter.com/umay__fm/status/1515445794287063048
"Глубинной аналитики вам и сладкого хлебушка от радива швабода. - Путина поставили перед фактом - всё решено без России - чуть что, сразу закроют вентиль - независимые поставщики только и ждут чтобы заменить Газпром на рынке ",это была ирония,https://twitter.com/d5SayyUAL0rLSBL/status/1418822642921091073
"Вата, ёбтыть, она и есть вата... ",это была ирония,https://twitter.com/TlHrEhX7ldBxhfD/status/1488462830999326726
Молодцы! ,это был сарказм,https://twitter.com/MorehodK/status/1507017321956605959
Женя Чичваркин тоже деловую хватку потерял на чужбине. Прохоров Миша не блещет. По сравнению с резким стартом в 90-х ,это была ирония,https://twitter.com/Kunizhev/status/567411003512856577
Креативное оформление ,это была ирония,https://twitter.com/KeshaLook/status/757473063348895744
У Сталина вообще только шинель была. ,это был сарказм,https://twitter.com/chujestranez/status/1509636613806170115
"В Польше нет гречки, да и зачем ",это был сарказм,https://twitter.com/Tiwkevich/status/1519947166168530951
"Говорили же, что ЕГЭ это зло, а теперь уже бесполезно учить матчасть. ",это была ирония,-
"Взрыв ракеты Протон был из-за того, что там что-то вверх ногами вставили. Убытки на сумму 4,5 млрд. руб. Кого-то посадят пожизненно? ",это была ирония,https://twitter.com/mypravda/status/357909171145932800
Ну неее! Все люди это люди Ну забыла выпить таблэтку по пьяни Ежели ЗВЕЗДА то имеет право! ,это была ирония,-
"А что собственно не так? Фашизм и расея в одной строчке, вроде все верно ",это был сарказм,https://twitter.com/Akai05999475/status/1513411204378726400
Ну любим то мы друг друга и плодимся только с моей женой ) ,это была ирония,-
Этот человек борется с нацизмом ,это была ирония,-
Хороший сон показатель здоровья ,это была ирония,https://twitter.com/andrey_tlt_63/status/1431938877959417856
Давайте поговорим о России. Там же всё как всегда отлично. Только люди почему то переезжают к нам семьями ,это была ирония,-
"Вот разве в Совке давали займы пенсионерам, шах и мат совкодрочеры. ",это была ирония,https://twitter.com/VeryHardShop/status/1443446256156696577
Навальный хороший! ,это был сарказм,https://twitter.com/qNkGWDEgkrlUZ7B/status/1514289520082051080
Конечно нет ,это был сарказм,https://twitter.com/milkyeni/status/1513217455174430722
И в чём она не права? ,это была ирония,https://twitter.com/2590044/status/1490860885279182848
"Вы видите статистику тайма? Она шикарная, правда? :) ",это была ирония,https://twitter.com/_401104/status/589750222168924160
"ооо, ну ладно-ладно, как скажешь! ",это была ирония,https://twitter.com/LoMaddis/status/664883900058116096
"Она отречение считает незаконным, так что для неё нет никаких противоречий. ",это была ирония,https://twitter.com/Obozrevatell/status/794158118552928256
"О, какие интересные предположения. А давайте их проверим историческим опытом. Народ на Украине победил? Ну, майдан же был такой же народной революцией? Как там с национализацией предприятий? Олигархов-то прогнали? Одно из требований майдана, между прочим. ",это была ирония,https://twitter.com/jafdet/status/1481154970271559682
"Пришла мысль в голову. Если некоторым так хочется убрать могилы с Красной площади, мол, там каток и радостные туристы, так давайте эти могилы перенесем внутрь Кремля. Где-нибудь рядом с Соборной площадью, рядом с усыпальницей царей логично упокоить героев революции, лётчиков, ",это была ирония,https://twitter.com/kosterok81/status/1478590405201612800
"Наверное настоящий пу умер в 2004 году, а сейчас на его месте злобный доппельгангер ",это была ирония,https://twitter.com/ToryNeva/status/1334484993645666305
Вы всё врёте. Они героически воссоединились с другими пленными ,это был сарказм,https://twitter.com/izpitera001/status/1514162225828835329
"че там, какая шарага самая норм? ",это была ирония,https://twitter.com/polochka/status/796600992557047808
"Да, особенно артиллеристы не стреляют в гражданских. ",это была ирония,-
"не демократично. равняемся на Америку, там даже чёрных персонажей мультиков нельзя озвучивать не чёрным ",это была ирония,https://twitter.com/pehtoshka/status/1396131951178883075
суровый город ,это была ирония,-
"Это какая-то тупая хуйня, которая существует только в выдуманной реальности авторки твита. ",это была ирония,https://twitter.com/NYWGXg47KCXyZs8/status/1304357609059876864
"Какая умная девушка, а то все говорят почему женщину сделали из ребра Адама, потому что это единственная кость в организме человека , где нет костного мозга:))) ",это была ирония,https://twitter.com/KeyDatch/status/1197782005108367360
Главное чтоб от найденой химозы типографии и производства не потравились. А то опять Украина виновата будет ,это был сарказм,https://twitter.com/mrpocketman/status/1507254717411381274
озвучу непопулярное мнение нойз лучший ,это была ирония,https://twitter.com/sherer_pro/status/1464328932765880326
Поумнел окончательно потому что. ,это была ирония,https://twitter.com/maxjazzz/status/1184562266492035073
зато мы на олимпиаде не были с 1988 года! ,это была ирония,https://twitter.com/E_RedWhite_K/status/1443623523600277505
"Это всё из-за куричан, которые подрывают государственность неношением масок! ",это была ирония,https://twitter.com/Alt_Idealist/status/1321721850888704000
Зебра какая-то.Полезные проигрыши с фартовыми победами. ,это была ирония,https://twitter.com/lgam_v/status/659619456696610816
"Стучать, как известно, это совершенно не по понятиям. ",это была ирония,https://twitter.com/seoulbrandy/status/1304982799640862722
мы микроблогеры. Мы знаем все. ,это была ирония,Unknown
:) Благо - обе уже на пенсии - есть на что жить ... ,это была ирония,https://twitter.com/diessolis2/status/1023449371835330560
Китайцы посмотрели на умопомрачительный успех России на мировой арене и развернулись на 180 градусов… В сторону загнивающего Запада! ,это была ирония,-
Сегодня пройдёт съезд Яблока. Интересно их повяжут за нарушение санитарного режима? ,это была ирония,https://twitter.com/poteryashka2007/status/1378213672808484864
А у нас есть бесплатное лечение??? ,это была ирония,https://twitter.com/jcnhjdjr61/status/1327242475635953670
Особенно для ДОЧЕРИ актуально! ,это была ирония,https://twitter.com/olginpapa/status/1054328476394840069
"Да я часто замечал что программисты между тасками отвлекаются на то чтобы прдловить своих коллег на вранье. Бывает проверяют точно ли сисадмины порты лишние позакрывали, какие боты по трафику гуляют ",это была ирония,https://twitter.com/vlastachu/status/1489256868757135366
"ну так мы негров не линчевали, а они линчевали, понимать надо ",это была ирония,https://twitter.com/Voidy_/status/1381624650019536898
Да вроде в порочащих связях не замечены были. :) ,это была ирония,-
"Теперь Рогозину хоть есть, чем гордиться. ",это была ирония,https://twitter.com/poteryashka2007/status/1449624268241842176
а кому компенсацию? Этой балерине? за моральную травму? ,это была ирония,https://twitter.com/diessolis2/status/1205458522525315073
А сентябрь был норм ,это была ирония,https://twitter.com/yuganson_/status/1081930647776780288
"мы, нацисты/фашисты/наркоманы/алкаши в Херсоне, ты о чём вообще? ",это был сарказм,https://twitter.com/indicapol/status/1517922991681720321
Ага. Именно в этом дело. Ведь никто из мясных не угорает над Шмурновым. ,это была ирония,https://twitter.com/kgOgiwara/status/1324627921735163904
"Буквально говорю: ебитесь как хотите, если вам анестезиологи не нужны в стране ",это был сарказм,https://twitter.com/russkoepolushko/status/1505626025526497283
гениальное решение ,это был сарказм,https://twitter.com/klaas_no/status/1503849153692057606
Как же хочется иметь вождя ,это был сарказм,https://twitter.com/MarinaKringla/status/1506387670280331268
"Какие военнопленные? Нет никакой войны, спецоперация ",это была ирония,-
"Рил, невозможная баг-помойка, бедная инди-студия редов обосралась с подливой ",это была ирония,https://twitter.com/HansMilke666/status/1338493039652777985
"Лучше поздно, чем никогда! ",это была ирония,https://twitter.com/_der_rebell_/status/1210676759039004673
"ну что, наслаждаемся ",это был сарказм,https://twitter.com/poisondartt/status/1512784739270287365
Стремительная табуретка добралась до СПб ,это была ирония,https://twitter.com/3slona/status/1208762204536877056
"Не пишем, бо неонацисты держат нас под дулом автоматов ",это была ирония,-
От куда в Зеленограде такие деньги?) ,это была ирония,https://twitter.com/oleg_zf/status/1376964922651852804
Краш - это кто (who?) Но игнор от собственного телефона страшнее ,это была ирония,https://twitter.com/Elfi_Elvish/status/1408875288809951233
А мы не ценим!!!!! ,это была ирония,-
"Ну все же знают, что её варить нужно, кого она пытается обмануть? ",это был сарказм,https://twitter.com/Vviktoriya11/status/1506008373971623940
"жду, пока в моей ленте кто-нибудь пошутит про малазийский боинг ",это была ирония,https://twitter.com/spockochka1701/status/552173556080316417
зочим так грубо?((( ,это была ирония,https://twitter.com/tomnyartemy/status/1026725397424168961
ты как всегда крайне добра к людям человеколюбие одна из главных добродетелей! ,это была ирония,https://twitter.com/Dillola/status/441930714704257024
"ещё книжку написал, вы же слышали. самое время. а ФБК выпустили новое расследование про Гергиева. самое время ",это был сарказм,https://twitter.com/svoboduslovu/status/1514600807672340482
"вы серьезно считаете, что в Москве кроме мавзолея и туалета в кафе Лебедева больше некуда сходить? ",это была ирония,https://twitter.com/Dambs/status/443759232538533890
это что новая диета? ,это была ирония,https://twitter.com/cheerful015/status/796242251710087170
Я даже Рите был бы сейчас рад ,это была ирония,https://twitter.com/weasley__fred/status/388719875339735040
Ээээ. Я думал это чтобы просто читать письма а не говорить. ,это был сарказм,https://twitter.com/maxjazzz/status/1516510229659279373
"братец, наверное не в курсе: люди, которые сейчас там, не по своей воле пошли, они солдаты своего государства, присягу давали, как и те, что сейчас защищают. они гибнут по вине своих правителей. и ёбнутые советы - типа сдаваться, совсем не к месту! ",это была ирония,-
ой да нужны мне ваши почки даром) ,это была ирония,https://twitter.com/Glukoska/status/465779302274183168
"Вся страна рыдает, глядя на Мск, в Яндекс-пробки) ",это была ирония,https://twitter.com/timoha75/status/548188128650231810
"не верю, это постановка, человек с мозгами такое на скажет ",это была ирония,https://twitter.com/4tNYhHqAIsCEpiD/status/1484601201027125248
ДАЗАЙ КИННИ???????????????????,это был сарказм,https://twitter.com/SosisochkaKras1/status/1514970839195738123
СЛЫШЬ ,это была ирония,https://twitter.com/tokio_decadense/status/1003699892697620482
"А зачем французам уходить из такой богатой страны, как Россия? Украина будет в руинах, население обнищает, зато в РФ Путин будет строить дворец на новом месте, так как Навальный спалил местоположение его старого дворца в Геленджике. ",это была ирония,-
"Они говорят, что очень даже боеспособна, просто трусливые укронацисты прикрываются живым щитом и засели в городах. А так бы местное население их с радостью встретило бы. Но нацисты проклятые не дают. А города брать нет приказа, чтобы не было жертв ",это была ирония,-
"Ага,ноготочек,судя по всему - поэтому сейчас войну плешивый долбаеб развязал,маникюр не нравится)) А по факту, не рассказывай про возможности, в Москве в пике выходило тыс.50 человек, что даже не 1% населения. Процентов 10-20% вышло бы,можно было бы говорить что-то о возможности. ",это была ирония,-
"думаю, катя клэп и бэд комидиен никак не комментируют войну, просто потому что слишком заняты обустройством своего гнёздышка и заделыванием ребёночка в прекрасной россии настоящего если выскажутся, то жизнь станет неудобненькой ",это был сарказм,https://twitter.com/joesilmm/status/1510858265424543747
Прекратите врать и распространять фейки!!! Хлопки на приграничных с Украиной городах были исключительно из-за нарушения ПТБ!!! ,это была ирония,-
"Они же уже признали - мед. реформа не удалась. Это должно нам всем помочь. В т. ч., болеющим. Они же признались... ",это была ирония,https://twitter.com/laviniadurer/status/1486424199447126026
"30 лет уничтожали советские заводы. Причем крайние 20, усиленными темпами. На их месте строили ТЦ и ЖК. Но сегодня, в связи с санкциями, я уверен, у нас будет новый тренд, все эти новостройки и торговые центры снесут, а на их месте построят новые заводы! ",это был сарказм,https://twitter.com/SandroWhite2/status/1516718116776128512
"видимо, перепутали с #бирюлево :-) ",это была ирония,https://twitter.com/undentify_mads/status/389718623746813952
Надо идти. Будем разваливать систему изнутри. ,это была ирония,-
а у Порошенко никакой там компании нет? ,это была ирония,https://twitter.com/moskless/status/448932186784546816
Это нормально. Моей бывшей жене тоже не нравилось что я пару раз в неделю а не каждый день в офис мотаюсь ,это был сарказм,https://twitter.com/LysyjKrol/status/1518449354838790146
Подсолнечное масло из Испании. Макароны - из Италии. ,это была ирония,-
"Конечно, в таких шёлковых носках ты вне конкуренции. ",это была ирония,https://twitter.com/poteryashka2007/status/1475739712237223936
Каждый должен прочитать библию ,это была ирония,https://twitter.com/deliiiriiium/status/1161318469842939904
еще че хочешь? ,это был сарказм,https://twitter.com/_Adept___Xiao_/status/1512746731926081536
АДЕКВАТНАЯ? ,это была ирония,https://twitter.com/SOULJ1NNIE/status/1473679761612365828
"«Русские, мы все просрали», - шикарный новый клип Максима Покровского и «Ногу свело». Послушайте, это стОит минуты вашего времени ",это был сарказм,https://twitter.com/tvt_nova/status/1517574856631533568
"Ну да, через недельку после взятия Киева вернутся ",это был сарказм,https://twitter.com/unyly_alcash/status/1505643528273248260
"Интересно кстати, а вот как быть если мне нравится проникновение, но при этом не нравятся мужики? Или такого не может быть получается ",это была ирония,https://twitter.com/rikkkkaaaaaa/status/1382685956826918913
"У меня пониженное давление. Мама посоветовала настойку пиона. Неделю пила. Оказалось, что она ещё больше понижает. Походу, Мама меня не очень любит. ",это был сарказм,https://twitter.com/eeeopiumeeee/status/1515689348108328962
"Чтооо? Мне жаль их. Всех жаль. Иверсена с Нортугом жаль потому что мужики так делать не должны! Ущемленок жалко потому что немногие пережили, увидев такое ",это был сарказм,https://twitter.com/Royal_Pear/status/1516439005839167496
Сразу видно: добрый человек) ,это была ирония,https://twitter.com/SamaelGrey/status/1076882457234944000
блять вы буквально создали чат сотников куда не пускаете тысячников и там их обсуждаете мусолите. только этим и занимаетесь ,это была ирония,-
Так скоро и тысячницей станешь! ;) ,это была ирония,https://twitter.com/everg0ld/status/1182204353035280384
"Птицы пролетая над Питером терпят , над байденом нет ! ",это был сарказм,https://twitter.com/Elefantov/status/1514180003159810053
"Ага, вери бест",это была ирония,https://twitter.com/Bulava_977/status/1481170174107693056
"Ничего, сейчас туда прилетят русские бойцы и освободят село от азербайджанско-турецких банд! ",это был сарказм,https://twitter.com/0UaLhMK6COwD9PN/status/1508358978593382401
"Бля, ты работаешь на РенТВ, отвичай зраднык! ",это была ирония,https://twitter.com/DireDill/status/575099551448698880
"Что с огнём не соприкасалось, приготовленным считаться не может © Стэтхэм ",это была ирония,-
"Ну отлично, рядом со мной стоит Грин, о чем еще можно мечтать!? =="" ",это была ирония,https://twitter.com/Sidyakina19/status/403862415945007104
"Алёна, я удивляюсь, как Вас ещё изнасиловики не объявили экстремистом - русофобом number 1)) ",это была ирония,https://twitter.com/IvySerath/status/1381527101401137158
"Ну в россии их книги все равно скоро сожгут, так что зачем переводить бумагу? ",это был сарказм,https://twitter.com/TomasVaner/status/1508465499931295744
Да неужели?!!!!! ))) ,это был сарказм,https://twitter.com/Nablyudatel11Tm/status/1516824095295520772
Что за рпп я просто с деревни ,это была ирония,https://twitter.com/Hendr1Ke/status/1182657480444260352
Законы при необходимости можно не соблюдать. ,это была ирония,-
"Слушай, а почему в понимании светлоликих и свободомыслящих космополитов (с кока-колой вместо мозгов) - уважать СВОЕГО (а не чужого) президента СВОЕЙ (а не другой) страны - это грустно, печально, стыдно и ужасно - ну вот в принципе? ",это был сарказм,https://twitter.com/Ivan2015Mos/status/1505845849561219074
"спасибо всем, кто советовал почитать Шантарам, вы действительно меня хорошо знаете ",это была ирония,https://twitter.com/princdatskij/status/580242334253772801
я думала твои вкусы получше(( ,это была ирония,https://twitter.com/_Martisa_/status/1309970309467066370
Чушь. Перед АВБ стоит цель вывести команду в ПО ЛЧ и пройти как можно дальше. ,это была ирония,https://twitter.com/rfplInsider/status/624686112901099521
люблю легенды и сказки .. особенно за Одессу .. ,это была ирония,-
Какая “насыщенная” жизнь у людей))) ,это была ирония,https://twitter.com/VRSoloviev/status/625633938913009664
вот такой вот нацизм расизм а шо поделать слава украине смерть ворогам а ты пошёл нахуй бот ебанный ,это был сарказм,https://twitter.com/user40404044/status/1507984837172506628
И картошку ,это была ирония,https://twitter.com/lvovalucy/status/1334115245103648770
"В моём твите — пересказ треда, от которого я невероятно охуела. Именно потому, что он абсурден. По поводу чего мне нужно тебе что-то сказать? ",это был сарказм,https://twitter.com/Whyareyoudiong/status/1519718102363168775
Мотив понятен.. ,это была ирония,https://twitter.com/SunRainRu/status/558229096527048704
НИПАВЕРИШЬ. Я НЕ ЗНАЛ. Я ЖЕ НИКОГДА НЕ БЫЛ НА ЭКСКУРСИИ. ,это была ирония,https://twitter.com/lera_valeraaa_/status/384696109941026816
замечали девочки всегда плачут а нормальные мужики умирают в 40 от сердечного приступа нахуй ,это была ирония,https://twitter.com/leshamelnikov/status/1204285427097710592
"У них в голове перевёрнутый мир. Как говорят некоторые, близкие по уму, на 360 градусов. Даже преемник не был настолько абсурдно и сверхъестественно наглым в этих вопросах. ",это был сарказм,https://twitter.com/wrachgrach/status/1506270282549452807
"Всё это планировал ещё николай 2, но не успел из-за большивиков. ",это была ирония,https://twitter.com/OlegKolobanov/status/1028949048865243137
Услышала от одного «и всего лишь сто тысяч рублей». И шо я делаю не так ,это была ирония,https://twitter.com/leruini/status/1184928268891361280
"""Палка-копалка"", Татьяна, вот, где ты оступилась! Теперь уж поздно отступать, признайся) ",это была ирония,https://twitter.com/Wile_keiku/status/346853556772540416
"Ничего. Ты, конечно, же вправе остаться во имя счастья советских людей, но если и решишь уехать, то в этом нет ничего позорного и неправильного. ",это была ирония,-
"это не манипуляции, это мозгоклюйство, пиление и что там еще обычно женщины в отношениях делают? ах да, жить мешают. ",это была ирония,Unknown
Го вместо лимузина прокатитесь на газенвагене и первую брачную ночь в газовой камере проведёте? ,это была ирония,https://twitter.com/ohuyet_dayte_2/status/1391102590277009408
"Ща подкормим мальца, приласкаем.. и отожмем донецкую республику))) ",это была ирония,https://twitter.com/truehiphoplover/status/1196383278888079360
Соболь? Серьёзно? Тогда уж и Собчак с Водонаевой до кучи... Кроме Шульман никого у возможного руля (если бы выборы состоялись в это воскресенье) СЕЙЧАС не вижу. ,это была ирония,https://twitter.com/Cerebrolizin/status/1298312713819611137
"Спасибо, что всем рассказал! ",это была ирония,https://twitter.com/alena_svetova/status/1079102069137723392
Ничего я не признавалась ничего я не терла ,это была ирония,https://twitter.com/OlyaValsbaston/status/1023651944156540928
"Если твое предложение звучит заманчиво, то я татарка ",это была ирония,https://twitter.com/liliya_grdnchv/status/1484610946320502784
